year,title,test,binary,budget,domgross,intgross,budget_2026$,domgross_2026$,intgross_2026$
2010,Clash of the Titans,dubious,FAIL,125000000,163214888,493214888,185605282,242348363,732346309
2010,Conviction,ok,PASS,12500000,6797696,10133552,18560528,10093506,15046726
2010,Cop Out,notalk,FAIL,37000000,44875481,55909910,54939163,66633011,83017397
2010,Country Strong,ok,PASS,15000000,20218921,20551476,22272634,30021908,30515700
2010,Cyrus,notalk,FAIL,7000000,7468936,10039886,10393896,11090191,14907647
2010,Date Night,ok,PASS,55000000,98711404,152269033,81666324,146570864,226095496
2010,Dear John,nowomen,FAIL,25000000,80014842,111362410,37121056,118809419,165355612
2010,Despicable Me,ok,PASS,69000000,251513985,543495033,102454116,373458593,807004393
2010,Devil,ok,PASS,10000000,33679655,63354114,14848422,50008975,94070866
2010,Diary of a Wimpy Kid,ok,PASS,15000000,64003625,76954311,22272634,95035287,114265013
2010,Dinner for Schmucks,notalk,FAIL,69000000,73026337,86796502,102454116,108432591,128879114
2010,Don&#39;t Be Afraid of the Dark,ok,PASS,25000000,24046682,31551048,37121056,35705529,46848329
2010,Due Date,notalk,FAIL,65000000,100539043,211739043,96514747,149284620,314399079
2010,Dylan Dog: Dead of Night,nowomen,FAIL,20000000,1186538,6090697,29696845,1761822,9043724
2010,Easy A,ok,PASS,8000000,58401464,76200721,11878738,86716961,113146051
2010,"Eat, Pray, Love",ok,PASS,60000000,80574010,205846861,89090535,119639695,305650118
2010,Edge of Darkness,notalk,FAIL,60000000,43313890,81208697,89090535,64314294,120582105
2010,Everything Must Go,notalk,FAIL,5000000,2712131,2712131,7424211,4027087,4027087
2010,Fair Game,ok,PASS,50000000,11497497,26097497,74242113,17071969,38750666
2010,Faster,nowomen,FAIL,12000000,23240020,35658648,17818107,34507763,52947467
2010,For Colored Girls,ok,PASS,21000000,37729698,38017873,31181688,56022650,56450544
2010,Frozen,notalk,FAIL,150000000,393050114,1004550114,222726339,583617419,1491598461
2010,Get Him To The Greek,notalk,FAIL,40000000,61153526,91455875,59393691,90803340,135797548
2010,Going the Distance,ok,PASS,32000000,17804299,39990165,47514952,26436575,59379088
2010,Green Zone,nowomen,FAIL,100000000,35497337,97523020,148484226,52707947,144806301
2010,Grown Ups,ok,PASS,75000000,162001186,272223430,111363169,240546207,404208853
2010,Gunless,men,FAIL,9900000,458054,458054,14699938,680138,680138
2010,Harry Potter and the Deathly Hallows: Part 1,ok,PASS,125000000,295983305,956399711,185605282,439488519,1420102709
2010,Hot Tub Time Machine,notalk,FAIL,36000000,50269859,63209958,53454321,74642811,93856817
2010,How to Train Your Dragon,ok,PASS,165000000,217581231,494870991,244998973,323073807,734805361
2010,I Am Love,ok,PASS,10000000,5005465,15132211,14848422,7432326,22468947
2010,Inception,dubious,FAIL,160000000,292576195,832584416,237574762,434429499,1236256526
2010,Insidious,ok,PASS,1500000,54009150,99870886,2227264,80195069,148292511
2010,Iron Man 2,ok,PASS,170000000,312433331,623561331,252423184,463914214,925890216
2010,It&#39;s Kind of a Funny Story,notalk,FAIL,8000000,6363628,6628326,11878738,9448984,9842019
2010,Kick-Ass,notalk,FAIL,28000000,48071303,97527535,41575584,71378303,144813005
2010,Knight and Day,men,FAIL,117000000,76423035,262142047,173726544,113476151,389239590
2010,Legion,ok,PASS,26000000,40168080,68854097,38605899,59643263,102237473
2010,Let Me In,notalk,FAIL,20000000,12134935,28270399,29696845,18018464,41977083
2010,Letters to Juliet,dubious,FAIL,30000000,53032453,79135982,44545267,78744827,117504451
2010,Love and Other Drugs,men,FAIL,30000000,32367005,102719647,44545267,48059896,152522473
2010,Machete,ok,PASS,12500000,26593646,44331957,18560528,39487369,65825963
2010,Made In Dagenham,ok,PASS,8000000,1095369,15644196,11878738,1626450,23229163
2010,Meek&#39;s Cutoff,men,FAIL,2000000,977772,1869928,2969685,1451837,2776549
2010,Megamind,nowomen,FAIL,130000000,148415853,321887208,193029493,220374131,477951729
2010,Monsters,nowomen,FAIL,500000,237301,5639730,742421,352354,8374109
2010,Morning Glory,ok,PASS,40000000,31011732,60040974,59393691,46047531,89151375
2010,Nanny McPhee and the Big Bang,ok,PASS,35000000,29197642,97799865,51969478,43353893,145217373
2010,Never Let Me Go,ok,PASS,15000000,2434652,11509512,22272634,3615074,17089810
2010,Paranormal Activity 2,ok,PASS,3000000,84752907,177512032,4454527,125844698,263577367
2010,Percy Jackson &amp; the Olympians: The Lightning Thief,dubious,FAIL,95000000,88768303,226467130,141060015,131806928,336267965
2010,Please Give,ok,PASS,3000000,4033574,4570178,4454527,5989221,6785994
2010,Predators,nowomen,FAIL,40000000,52000688,127234389,59393691,77212819,188922998
2010,Prince of Persia: The Sands of Time,nowomen,FAIL,200000000,90759676,335059676,296968452,134763803,497510767
2010,Rabbit Hole,ok,PASS,5000000,2229058,5839592,7424211,3309800,8670873
2010,Ramona and Beezus,ok,PASS,15000000,26167002,27469621,22272634,38853871,40788054
2010,Red,men,FAIL,60000000,90380162,196439693,89090535,134200284,291681958
2010,Remember Me,ok,PASS,16000000,19068240,56506120,23757476,28313328,83902675
2010,Repo Men,ok,PASS,32000000,13942007,18195238,47514952,20701681,27017059
2010,Robin Hood,dubious,FAIL,210000000,105487148,322459006,311816875,156631775,478800759
2010,Salt,ok,PASS,130000000,118311368,295713467,193029493,175673720,439087852
2010,Scott Pilgrim vs. the World,ok,PASS,85000000,31611316,48089760,126211593,46937817,71405708
2010,Secretariat,ok,PASS,35000000,59699513,60376247,51969478,88644360,89649204
2010,Sex and the city 2,ok,PASS,95000000,95347692,294680778,141060015,141576283,437554472
2010,Shrek Forever After,notalk,FAIL,165000000,238736787,756244673,244998973,354486471,1122904050
2010,Shutter Island,notalk,FAIL,80000000,128012934,296831073,118787380,190079014,440747322
2010,Skyline,dubious,FAIL,10000000,21416355,78693371,14848422,31799908,116847243
2010,Somewhere,dubious,FAIL,7000000,1785645,14385645,10393896,2651401,21360414
2010,Submarine,notalk,FAIL,1900000,467602,4581937,2821201,694315,6803454
2010,Super,notalk,FAIL,2500000,327716,518362,3712106,486607,769686
2010,Takers,notalk,FAIL,32000000,57744720,70587268,47514952,85741801,104810958
2010,Tangled,ok,PASS,260000000,200821936,586581936,386058988,298188898,870981648
2010,The A-Team,nowomen,FAIL,110000000,77222099,177241171,163332649,114662636,263175180
2010,The Back-up Plan,ok,PASS,35000000,37490007,75281179,51969478,55666746,111780675
2010,The Chronicles of Narnia: The Voyage of the Dawn Treader,ok,PASS,155000000,104386950,418186950,230150550,154998155,620941656
2010,The Conspirator,dubious,FAIL,25000000,11538204,15907411,37121056,17132413,23619996
2010,The Crazies,ok,PASS,19000000,39123589,54956140,28212003,58092359,81601200
2010,The Debt,ok,PASS,20000000,31177548,46604054,29696845,46293742,69199668
2010,The Expendables,notalk,FAIL,82000000,103068524,268268174,121757065,153040500,398335922
2010,The Fighter,men,FAIL,11000000,93617009,129262388,16333265,139006491,191934257
2010,The Ghost Writer,men,FAIL,45000000,15541549,65532491,66817902,23076749,97305413
2010,The Illusionist,nowomen,FAIL,16500000,39868642,83792062,24499897,59198645,124417995
2010,The Karate Kid,dubious,FAIL,40000000,176591618,359091618,59393691,262210697,533194409
2010,The Kids Are All Right,ok,PASS,4000000,20811365,36275469,5939369,30901595,53863349
2010,The Killer Inside Me,notalk,FAIL,13000000,217277,3617277,19302949,322622,5371085
2010,The King&#39;s Speech,ok,PASS,15000000,138797449,430821166,22272634,206092318,639701474
2010,The Last Airbender,notalk,FAIL,150000000,131772187,319713881,222726339,195660912,474724682
2010,The Last Exorcism,ok,PASS,1800000,41034350,70165900,2672716,60929537,104185294
2010,The Losers,notalk,FAIL,25000000,23591432,26714018,37121056,35029555,39666103
2010,The Next Three Days,ok,PASS,30000000,21148651,67255916,44545267,31402410,99864426
2010,The Other Guys,nowomen,FAIL,100000000,119219978,170936470,148484226,177022862,253813694
2010,The Runaways,ok,PASS,9500000,3573673,5278632,14106001,5306340,7837936
2010,The Social Network,notalk,FAIL,40000000,96962694,224922135,59393691,143974305,333973891
2010,The Sorcerer&#39;s Apprentice,notalk,FAIL,160000000,63150991,215150991,237574762,93769260,319465283
2010,The Spy Next Door,ok,PASS,28000000,24307106,50983364,41575584,36092219,75702254
2010,The Switch,men,FAIL,19000000,27758465,49858465,28212003,41216942,74031956
2010,The Tempest,ok,PASS,20000000,277943,277943,29696845,412702,412702
2010,The Tourist,nowomen,FAIL,100000000,67631157,278731369,148484226,100421599,413872116
2010,The Town,notalk,FAIL,37000000,92186262,152566881,54939163,136882057,226537752
2010,The Twilight Saga: Eclipse,ok,PASS,68000000,300531751,699590681,100969273,446242245,1038781807
2010,The Wolfman,notalk,FAIL,150000000,62189884,142634358,222726339,92342167,211789523
2010,Tiny Furniture,ok,PASS,50000,391674,424149,74243,581575,629794
2010,Toy Story 3,dubious,FAIL,200000000,415004880,1063759456,296968452,616216784,1579514995
2010,Tron Legacy,notalk,FAIL,200000000,172062763,397562763,296968452,255486062,590317991
2010,True Grit,ok,PASS,35000000,171243005,252276928,51969478,254268851,374591443
2010,Tucker and Dale vs Evil,ok,PASS,5000000,223838,5476793,7424211,332364,8132174
2010,Unstoppable,dubious,FAIL,95000000,81562942,169511609,141060015,121108103,251698000
2010,Valentine&#39;s Day,ok,PASS,52000000,110485654,217569328,77211798,164053769,323056133
2010,Wall Street: Money Never Sleeps,dubious,FAIL,70000000,52474616,137431619,103938958,77916528,204064275
2010,Welcome to the Rileys,ok,PASS,10000000,152857,312857,14848422,226969,464544
2010,Wild Target,notalk,FAIL,8000000,109338,109338,11878738,162349,162349
2010,Winter&#39;s Bone,ok,PASS,2000000,6531503,16131552,2969685,9698251,23952811
2010,Womb,ok,PASS,13000000,#N/A,#N/A,19302949,#N/A,#N/A
2010,Yogi Bear,nowomen,FAIL,80000000,100246011,202284317,118787380,148849514,300360302
2010,You Again,ok,PASS,20000000,25702053,32838945,29696845,38163494,48760654
2010,You Will Meet a Tall Dark Stranger,ok,PASS,15000000,3247816,34247816,22272634,4822494,50852605
2009,(500) Days of Summer,notalk,FAIL,7500000,32391374,60803210,11318752,48883990,91762193
2009,17 Again,ok,PASS,40000000,64167069,139474906,60366677,96838817,210490914
2009,2012,notalk,FAIL,200000000,166112167,788408539,301833383,250690987,1189840086
2009,9,nowomen,FAIL,30000000,31749894,48559999,45275008,47915890,73285144
2009,A Perfect Getaway,dubious,FAIL,14000000,15515460,22815460,21128336,23415419,34432338
2009,A Serious Man,men,FAIL,7000000,9228788,30360570,10564168,13927782,45819168
2009,A Single Man,notalk,FAIL,7000000,9176000,28142379,10564168,13848115,42471547
2009,Adam,men,FAIL,3200000,2277396,2828590,4829334,3436971,4268815
2009,Adventureland,men,FAIL,9800000,16044025,17144025,14789836,24213112,25873196
2009,Agora,notalk,FAIL,70000000,619423,38992292,105641685,934813,58845877
2009,Ajami,men,FAIL,1000000,621859,621859,1509167,938489,938489
2009,All About Steve,ok,PASS,15000000,33862903,40127259,22637504,51104773,60558732
2009,An Education,ok,PASS,7500000,12574914,29652736,11318752,18977644,44750928
2009,Angels &amp; Demons,nowomen,FAIL,150000000,133375846,490875846,226375037,201286414,740813588
2009,Armored,nowomen,FAIL,20000000,15988876,23661038,30183338,24129883,35708456
2009,Astro Boy,dubious,FAIL,65000000,19551067,44093014,98095850,29505823,66543717
2009,Avatar,men,FAIL,425000000,760507625,2783918982,641395941,1147732950,4201398433
2009,Away We Go,ok,PASS,21000000,9451946,10108016,31692506,14264564,15254683
2009,Br&uuml;no,nowomen,FAIL,42000000,60054530,130788243,63385011,90632310,197381290
2009,Bride Wars,ok,PASS,30000000,58715510,115150424,45275008,88611505,173781211
2009,Bright Star,ok,PASS,8500000,4444637,17260680,12827919,6707699,26049248
2009,Brooklyn&#39;s Finest,notalk,FAIL,17000000,27163593,39233233,25655837,40994396,59209498
2009,Brothers,ok,PASS,26000000,28544157,45043870,39238341,43077897,67978719
2009,Capitalism: A Love Story,notalk,FAIL,20000000,14363397,19121531,30183338,21676764,28857582
2009,Case 39,ok,PASS,27000000,13261851,29302804,40747507,20014347,44222822
2009,Chloe,men,FAIL,13000000,3075255,9675172,19619170,4641074,14601450
2009,Cloudy with a Chance of Meatballs,notalk,FAIL,100000000,124870275,236827677,150916692,188450088,357412496
2009,Coco avant Chanel,ok,PASS,23000000,6113834,50813834,34710840,9226796,76686557
2009,Coraline,ok,PASS,60000000,75286229,126037057,90550015,113619487,190210957
2009,Daybreakers,notalk,FAIL,20000000,30101577,51401577,30183338,45428304,77573559
2009,Dead Snow,men,FAIL,800000,46742,2194020,1207333,70541,3311143
2009,District 9,notalk,FAIL,30000000,115646235,215196627,45275008,174529472,324767630
2009,Drag Me to Hell,ok,PASS,30000000,42100625,91388487,45275008,63536871,137920482
2009,Enter the Void,notalk,FAIL,16000000,337997,337997,24146671,510094,510094
2009,Everybody&#39;s Fine,men,FAIL,20000000,9208876,9208876,30183338,13897732,13897732
2009,Fantastic Mr. Fox,notalk,FAIL,40000000,21002919,46498922,60366677,31696911,70174635
2009,Fast &amp; Furious,notalk,FAIL,85000000,155064265,363064265,128279189,234017859,547924578
2009,Fired Up!,notalk,FAIL,20000000,17231291,18608570,30183338,26004894,28083438
2009,Fish Tank,ok,PASS,3000000,374675,5922292,4527501,565446,8937728
2009,Friday the 13th,men,FAIL,17000000,65002019,91700771,25655837,98098897,138391771
2009,Funny People,notalk,FAIL,72500000,51855045,71880305,109414602,78257919,108479378
2009,G-Force,notalk,FAIL,150000000,119436770,287389685,226375037,180250022,433719006
2009,G.I. Joe: The Rise of Cobra,notalk,FAIL,175000000,150201498,302469017,264104210,226679132,456476235
2009,Gamer,notalk,FAIL,50000000,20534907,35062683,75458346,30990602,52915442
2009,Get Low,notalk,FAIL,7000000,9176933,9696933,10564168,13849524,14634291
2009,Harry Brown,notalk,FAIL,7300000,1818681,6294140,11016919,2744693,9498908
2009,Harry Potter and the Half-Blood Prince,ok,PASS,250000000,301959197,934416487,377291730,455706831,1410190451
2009,He&#39;s Just Not That Into You,ok,PASS,40000000,93953653,178390243,60366677,141791746,269220653
2009,I Come with the Rain,nowomen,FAIL,18000000,0,627422,27165005,#N/A,946885
2009,I Love You Phillip Morris,notalk,FAIL,13000000,2037459,15144685,19619170,3074866,22855858
2009,"I Love You, Man",men,FAIL,40000000,71440011,91729503,60366677,107814901,138435132
2009,Ice Age: Dawn of the Dinosaurs,notalk,FAIL,90000000,196573705,886968695,135825023,296662533,1338583812
2009,Inglourious Basterds,dubious,FAIL,70000000,120831050,316971720,105641685,182354224,478363235
2009,Invictus,notalk,FAIL,49000000,37491364,124491364,73949179,56580726,187878248
2009,It&#39;s Complicated,ok,PASS,85000000,112735375,224614744,128279189,170136499,338981142
2009,Jennifer&#39;s Body,ok,PASS,16000000,16204793,32832166,24146671,24455738,49549219
2009,Julie &amp; Julia,ok,PASS,40000000,94125426,126646119,60366677,142050979,191130133
2009,Knowing,notalk,FAIL,50000000,79957634,187858642,75458346,120669417,283510048
2009,Law Abiding Citizen,notalk,FAIL,53000000,73357727,131159781,79985847,110709055,197942002
2009,Life During Wartime,ok,PASS,4500000,281447,281447,6791251,424751,424751
2009,Micmacs (Micmacs &agrave; tire-larigot),dubious,FAIL,42000000,1259693,11756922,63385011,1901086,17743158
2009,Monsters vs Aliens,dubious,FAIL,175000000,198351526,381687380,264104210,299345561,576029967
2009,Moon,notalk,FAIL,5000000,5010163,10676073,7545835,7561172,16111977
2009,Mother and Child,ok,PASS,7000000,1110509,5010509,10564168,1675944,7561695
2009,My Bloody Valentine 3D,men,FAIL,14000000,51545952,102754998,21128336,77791446,155074444
2009,My Sister&#39;s Keeper,ok,PASS,27500000,49200230,96673002,41502090,74251359,145895697
2009,Nine,men,FAIL,80000000,19676965,53508858,120733354,29695825,80753799
2009,Ninja Assassin,notalk,FAIL,50000000,38122883,61622883,75458346,57533794,92999216
2009,Nowhere Boy,dubious,FAIL,1900000,1445366,7785229,2867417,2181299,11749210
2009,Ondine,ok,PASS,12000000,550472,550472,18110003,830754,830754
2009,Paa,men,FAIL,4300000,199228,9791282,6489418,300668,14776679
2009,Pandorum,notalk,FAIL,40000000,10330853,17033431,60366677,15590982,25706290
2009,Perrier&#39;s Bounty,nowomen,FAIL,6600000,828,828,9960502,1250,1250
2009,Planet 51,notalk,FAIL,60000000,42194060,108996113,90550015,63677879,164493328
2009,Precious: Based on the Novel Push by Sapphire,ok,PASS,10000000,47566524,68722848,15091669,71785824,103714248
2009,Public Enemies,notalk,FAIL,102500000,97104620,210379983,154689610,146547080,317498511
2009,Push,ok,PASS,38000000,31811527,44411527,57348343,48008904,67024407
2009,Sherlock Holmes,notalk,FAIL,90000000,209028679,498438212,135825023,315459167,752226461
2009,Splice,ok,PASS,30000000,17010170,22461001,45275008,25671186,33897399
2009,Star Trek,ok,PASS,140000000,257730019,385680446,211283369,388957619,582056170
2009,State of Play,ok,PASS,60000000,37017955,91445389,90550015,55866273,138006356
2009,Surrogates,notalk,FAIL,80000000,38577772,119668350,120733354,58220297,180599516
2009,Terminator Salvation,men,FAIL,200000000,125322469,371628539,301833383,189132524,560849497
2009,The Blind Side,men,FAIL,35000000,255959475,305705795,52820842,386285572,461361073
2009,The Boat That Rocked,nowomen,FAIL,50000000,8017467,37472651,75458346,12099696,56552485
2009,The Boondock Saints II: All Saints Day,nowomen,FAIL,8000000,10273187,10273187,12073336,15503954,15503954
2009,The Box,ok,PASS,25000000,15051977,26341896,37729173,22715946,39754318
2009,The City of Your Final Destination,ok,PASS,8300000,493296,1353296,12526085,744466,2042349
2009,The Final Destination,ok,PASS,40000000,66477700,187384627,60366677,100325945,282794680
2009,The Fourth Kind,ok,PASS,10000000,26218170,49486874,15091669,39567595,74683954
2009,The Girl with the Dragon Tattoo,dubious,FAIL,90000000,102515793,233170238,135825023,154713444,351892810
2009,The Girlfriend Experience,dubious,FAIL,1300000,695840,1005840,1961917,1050138,1517980
2009,The Good Guy,ok,PASS,10000000,100688,100688,15091669,151955,151955
2009,The Hangover,notalk,FAIL,35000000,277322503,469553471,52820842,418525948,708634566
2009,The Imaginarium of Doctor Parnassus,notalk,FAIL,30000000,7689607,64352607,45275008,11604900,97118826
2009,The Informant!,notalk,FAIL,22000000,33316821,41771168,33201672,50280644,63039665
2009,The Invention of Lying,men,FAIL,18500000,18451251,32679264,27919589,27846017,49318464
2009,The Last Station,ok,PASS,18000000,6617867,15696146,27165005,9987466,23688105
2009,The Lovely Bones,ok,PASS,95000000,44114232,94894448,143370858,66575740,143211562
2009,The Men Who Stare at Goats,nowomen,FAIL,24000000,32428195,67348218,36220006,48939559,101639702
2009,The Messenger,notalk,FAIL,6500000,1109660,1409660,9809584,1674662,2127412
2009,The Princess and the Frog,ok,PASS,105000000,104400899,270997378,158462527,157558383,408980278
2009,The Proposal,men,FAIL,40000000,163958031,314709717,60366677,247440037,474949493
2009,The Road,notalk,FAIL,25000000,8114270,27614270,37729173,12245787,41674542
2009,The Secret of Kells,nowomen,FAIL,8000000,690290,2600916,12073336,1041763,3925217
2009,The Soloist,notalk,FAIL,60000000,31720158,38454152,90550015,47871013,58033734
2009,The Taking of Pelham 123,nowomen,FAIL,110000000,65452312,152364370,166008362,98778464,229943267
2009,The Time Traveler&#39;s Wife,dubious,FAIL,39000000,63414846,98666635,58857509,95703588,148904421
2009,The Ugly Truth,men,FAIL,38000000,88915214,205230042,57348343,134187899,309726390
2009,The Unborn,ok,PASS,16000000,42670410,78208812,24146671,64396771,118030151
2009,The Young Victoria,ok,PASS,35000000,11001272,31878891,52820842,16602756,48110567
2009,Transformers: Revenge of the Fallen,ok,PASS,210000000,402111870,836519699,316925053,606853933,1262447857
2009,Up,notalk,FAIL,175000000,293004164,731542621,264104210,442192192,1104019924
2009,Up in the Air,men,FAIL,30000000,83823381,166842739,45275008,126503473,251793542
2009,Veronika Decides to Die,ok,PASS,9000000,#N/A,#N/A,13582502,#N/A,#N/A
2009,Watchmen,men,FAIL,138000000,107509799,184068357,208265034,162250233,277789875
2009,Whatever Works,dubious,FAIL,15000000,5306706,35106706,22637504,8008705,52981879
2009,Where the Wild Things Are,notalk,FAIL,100000000,77233467,99123656,150916692,116558193,149594142
2009,Whip It,ok,PASS,15000000,13043363,18856151,22637504,19684611,28457079
2009,Whiteout,ok,PASS,35000000,10275638,12254746,52820842,15507653,18494457
2009,X-Men Origins: Wolverine,dubious,FAIL,150000000,179883157,374825760,226375037,271473710,565674638
2009,Yesterday Was a Lie,ok,PASS,200000,#N/A,#N/A,301833,#N/A,#N/A
2009,Youth in Revolt,notalk,FAIL,18000000,15285588,19685588,27165005,23068504,29708838
2009,Zombieland,ok,PASS,23600000,75590286,102236596,35616340,114078359,154292089
2008,21,ok,PASS,35000000,81159365,157852532,52651770,122090977,237463290
2008,Appaloosa,notalk,FAIL,20000000,20211394,27735474,30086725,30404734,41723480
2008,Australia,men,FAIL,130000000,49554002,215080810,195563715,74545882,323553864
2008,Baby Mama,ok,PASS,30000000,60494212,64391484,45130088,91003638,96866445
2008,Be Kind Rewind,notalk,FAIL,20000000,11175164,30894247,30086725,16811205,46475337
2008,Bedtime Stories,ok,PASS,80000000,110101975,218357961,120346902,165630394,328483801
2008,Blindness,ok,PASS,25000000,3073392,20052958,37608407,4623415,30166392
2008,Bolt,ok,PASS,150000000,114053759,313953759,225650441,171575206,472292027
2008,Burn After Reading,notalk,FAIL,37000000,60355347,163415735,55660443,90794737,245832218
2008,Changeling,ok,PASS,55000000,35739802,113805580,82738495,53764680,171201862
2008,Che: Part One,notalk,FAIL,58000000,293708,30118557,87251504,441835,45308437
2008,City of Ember,ok,PASS,38000000,7871693,11817059,57164779,11841673,17776831
2008,Cloverfield,ok,PASS,25000000,80048433,170764033,37608407,120419762,256886528
2008,Day of the Dead,ok,PASS,18000000,#N/A,#N/A,27078053,#N/A,#N/A
2008,Death Race,notalk,FAIL,65000000,36316032,72516819,97781857,54631524,109089681
2008,Defiance,ok,PASS,50000000,28644813,42268745,75216814,43091432,63586406
2008,"Definitely, Maybe",ok,PASS,7000000,32241649,55863786,10530354,48502282,84037920
2008,Doomsday,ok,PASS,33000000,11008770,21621188,49643097,16560892,32525537
2008,Doubt,ok,PASS,20000000,33446470,50946957,30086725,50314738,76641356
2008,Eagle Eye,notalk,FAIL,80000000,101440743,178066569,120346902,152600989,267871999
2008,Easy Virtue,ok,PASS,14000000,2656784,12656784,21060707,3996696,19040059
2008,Fireproof,men,FAIL,500000,33456317,33473297,752168,50329551,50355095
2008,Fly Me to the Moon,nowomen,FAIL,25000000,14543943,57546746,37608407,21878981,86569657
2008,Forgetting Sarah Marshall,ok,PASS,30000000,63172463,105173042,45130088,95032628,158215621
2008,Four Christmases,ok,PASS,80000000,120146040,163546040,120346902,180740046,246028240
2008,Frost/Nixon,notalk,FAIL,29000000,18622031,28144586,43625752,28013797,42338922
2008,Frozen River,ok,PASS,1000000,2511476,6030129,1504336,3778105,9071342
2008,Gake no ue no Ponyo,ok,PASS,34000000,15090399,205312666,51147434,22701035,308859291
2008,Ghost Town,notalk,FAIL,20000000,13252641,26612350,30086725,19936428,40033924
2008,Gran Torino,men,FAIL,25000000,148095302,274543085,37608407,222785134,413005121
2008,Hamlet 2,ok,PASS,9000000,4886216,4898285,13539027,7350512,7368668
2008,Hancock,nowomen,FAIL,150000000,227946274,624346274,225650441,342907849,939226746
2008,Herb &amp; Dorothy,ok,PASS,82500000,75986503,160388063,124107743,114309252,241277580
2008,High School Musical 3: Senior Year,ok,PASS,11000000,90559416,274392880,16547698,136231815,412779162
2008,Igor,men,FAIL,30000000,19528602,31013349,45130088,29377585,46654506
2008,In Bruges,notalk,FAIL,15000000,7800825,34533783,22565045,11735064,51950423
2008,Indiana Jones and the Kingdom of the Crystal Skull,notalk,FAIL,185000000,317023851,786558145,278302211,476910479,1183247949
2008,Inkheart,ok,PASS,60000000,17303424,58051454,90260177,26030169,87328907
2008,Iron Man,men,FAIL,186000000,318604126,582443126,279806547,479287743,876190321
2008,Journey to the Center of the Earth,notalk,FAIL,45000000,101704370,240904370,67695132,152997572,362401182
2008,Jumper,notalk,FAIL,82500000,81168265,223113205,124107743,122104365,335637287
2008,Kung Fu Panda,notalk,FAIL,130000000,215434591,631910531,195563715,324086070,950605932
2008,L&aring;t den r&auml;tte komma in (Let the Right One In),notalk,FAIL,4500000,2122085,12247682,6769513,3192330,18424632
2008,Made of Honor,men,FAIL,40000000,46012734,106548738,60173450,69218625,160285131
2008,Max Payne,ok,PASS,35000000,40687294,85761789,52651770,61207373,129014569
2008,Meet Dave,notalk,FAIL,60000000,11803254,50648806,90260177,17756063,76192836
2008,Milk,notalk,FAIL,20000000,31841299,57293371,30086725,47900021,86188496
2008,Miracle at St. Anna,men,FAIL,45000000,7916887,9110458,67695132,11909660,13705193
2008,Nick and Norah&#39;s Infinite Playlist,ok,PASS,10000000,31487293,33544594,15043363,47367478,50462350
2008,Nim&#39;s Island,ok,PASS,37000000,48006762,94081683,55660443,72218313,141530488
2008,Pineapple Express,men,FAIL,26000000,87341380,101549277,39112743,131390806,152764261
2008,Pontypool,nowomen,FAIL,1500000,3865,31916,2256504,5814,48012
2008,Possession,ok,PASS,25000000,10103647,14805812,37608407,15199283,22272919
2008,Prom Night,ok,PASS,18000000,43869350,57109687,27078053,65994255,85912173
2008,Quantum of Solace,notalk,FAIL,230000000,169368427,591692078,345997343,254787068,890103856
2008,Quarantine,ok,PASS,12000000,31691811,41291811,18052036,47675140,62116769
2008,Rachel Getting Married,ok,PASS,12000000,12796861,13326864,18052036,19250783,20048085
2008,Revolutionary Road,ok,PASS,45000000,22911480,79564960,67695132,34466571,119692455
2008,RocknRolla,notalk,FAIL,18000000,5700626,27794339,27078053,8575658,41812033
2008,Seven Pounds,ok,PASS,54000000,69951824,166617328,81234159,105231066,250648490
2008,Sex and the City,ok,PASS,57500000,152647258,415247258,86499336,229632807,624671513
2008,Slumdog Millionaire,notalk,FAIL,14000000,141319928,384519665,21060707,212592694,578446879
2008,Speed Racer,ok,PASS,120000000,43945766,93394462,180520352,66109210,140496677
2008,Stargate: The Ark of Truth,dubious,FAIL,7000000,#N/A,#N/A,10530354,#N/A,#N/A
2008,Step Brothers,notalk,FAIL,65000000,100468793,128468793,97781857,151138849,193260265
2008,Sunshine Cleaning,ok,PASS,5000000,12062558,16462558,7521682,18146144,24765223
2008,"Synecdoche, New York",dubious,FAIL,20000000,3083538,4383538,30086725,4638677,6594316
2008,Taken,ok,PASS,25000000,145000989,226941585,37608407,218130247,341396459
2008,The Bank Job,ok,PASS,20000000,30060660,66143005,30086725,45221341,99501322
2008,The Brothers Bloom,dubious,FAIL,20000000,3531756,5531756,30086725,5312948,8321621
2008,The Chronicles of Narnia: Prince Caspian,ok,PASS,225000000,141621490,419490286,338475661,213046344,631054453
2008,The Curious Case of Benjamin Button,dubious,FAIL,160000000,127509326,329809326,240693804,191816904,496144133
2008,The Dark Knight,dubious,FAIL,185000000,533345358,1002891358,278302211,802330768,1508685848
2008,The Day the Earth Stood Still,ok,PASS,80000000,79366978,233066978,120346902,119394624,350611109
2008,The Eye,ok,PASS,12000000,31418697,56918697,18052036,47264285,85624860
2008,The Forbidden Kingdom,notalk,FAIL,55000000,52075270,129075270,82738495,78338718,194172611
2008,The House Bunny,ok,PASS,25000000,48237389,70237389,37608407,72565254,105660653
2008,The Hurt Locker,notalk,FAIL,15000000,17017811,49894223,22565045,25600510,75057690
2008,The Incredible Hulk,notalk,FAIL,137500000,134806913,263417913,206846238,202794928,396269122
2008,The Lucky Ones,ok,PASS,14000000,266967,266967,21060707,401609,401609
2008,The Other Boleyn Girl,ok,PASS,40000000,26814957,77714957,60173450,40338712,116909429
